month	mean_temp
JAN	-4.92258064516129
FEB	-4.30537634408602
MAR	-0.662365591397849
APR	6.03763440860215
MAY	12.1731182795699
JUN	15.4215053763441
JUL	17.4924731182796
AUG	16.6397849462366
SEP	12.1494623655914
OCT	6.71290322580645
NOV	1.76989247311828
DEC	-2.38924731182796
